row_number,errors,data
531,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
532,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
533,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
534,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
535,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
536,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
537,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
538,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
539,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
540,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
541,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
542,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
543,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
544,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
545,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
546,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
547,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
548,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
549,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
550,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
551,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
552,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
553,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
554,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
555,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
556,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
557,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
558,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
559,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
560,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
561,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
562,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
563,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
564,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
565,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
566,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
567,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
568,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
569,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
570,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
571,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
572,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
573,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
574,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
575,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
576,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
577,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
578,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
579,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
580,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
581,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
582,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
583,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
584,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
585,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
586,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
587,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
588,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
589,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
590,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
591,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
592,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
593,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
594,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
595,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
596,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
597,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
598,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
599,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
600,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
601,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
602,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
603,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
604,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
605,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
606,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
607,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
608,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
609,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
610,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
